Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
3,1,10.1.3.3,10.1.3.4,1024,997,0.889116,0.309279,2.636719,0.862228,12.774651
2,3,10.1.3.2,10.1.3.4,1024,949,0.846310,0.552727,7.324219,1.361698,12.789071
1,5,10.1.3.1,10.1.3.4,1024,988,0.881090,0.557674,3.515625,1.219164,12.798217
