Flow ID,Delay (s)
1.000000,0.9
1.000000,0.347079
1.000000,0.9
1.000000,0.9
1.000000,0.9
3.000000,0.350708
3.000000,0.371414
3.000000,0.348287
3.000000,0.127516
3.000000,0.127516
5.000000,0.9
5.000000,0.9
5.000000,0.9
5.000000,0.9
5.000000,0.9
