Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
2,1,10.1.3.2,10.1.3.4,1024,964,0.859687,0.452053,5.859375,1.132867,12.858282
1,3,10.1.3.1,10.1.3.4,1024,1004,0.895359,0.377475,1.953125,1.099511,12.856831
3,5,10.1.3.3,10.1.3.4,1024,3,0.002675,0.287423,99.707031,0.288295,12.784563
