Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
2,1,10.1.3.2,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.088125,11.799592
1,2,10.1.3.1,10.1.3.4,1024,986,0.879306,0.350708,3.710938,0.905541,12.758615
3,4,10.1.3.3,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.560657,11.623517
