Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
2,1,10.1.3.2,10.1.3.4,1024,794,0.708082,0.499021,22.460938,1.239539,12.787671
3,3,10.1.3.3,10.1.3.4,1024,710,0.633172,0.472014,30.664062,1.157614,12.783836
1,5,10.1.3.1,10.1.3.4,1024,789,0.703623,0.458046,22.949219,1.154827,12.790508
