Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
2,1,10.1.3.2,10.1.3.4,1024,916,0.816881,0.483689,10.546875,1.204848,12.796615
3,3,10.1.3.3,10.1.3.4,1024,757,0.675086,0.447276,26.074219,1.145840,12.784686
1,5,10.1.3.1,10.1.3.4,1024,756,0.674194,0.416073,26.171875,0.994409,12.781029
