Flow ID,Throughput (Mbps)
1.000000,0.911411
1.000000,0.857903
1.000000,0.855228
1.000000,0.889116
1.000000,0.708082
3.000000,0.852553
3.000000,0.898926
3.000000,0.891791
3.000000,0.846310
3.000000,0.633172
5.000000,0.002675
5.000000,0.002675
5.000000,0.002675
5.000000,0.881090
5.000000,0.703623
