Flow ID,Throughput (Mbps)
1.000000,0.000000
1.000000,0.863254
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
3.000000,0.000000
3.000000,0.901601
3.000000,0.913194
3.000000,0.901601
3.000000,0.913194
5.000000,0.879306
5.000000,0.901601
5.000000,0.000000
5.000000,0.000000
5.000000,0.000000
