Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
2,1,10.1.3.2,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.031894,11.751135
1,2,10.1.3.1,10.1.3.4,1024,1011,0.901601,0.371414,1.269531,0.921677,12.854131
3,4,10.1.3.3,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.331683,11.623517
