Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
3,1,10.1.3.3,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.013990,11.623517
2,2,10.1.3.2,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.053958,12.303330
1,3,10.1.3.1,10.1.3.4,1024,1011,0.901601,0.348287,1.269531,0.901457,12.759733
