client 1,[0.013981714694698652],[0.3494333333333333],[0.0027090386305004357],[0.889],[2704.860759466],63.27377744100347,26091520000
client 1,[0.01343591042459011],[0.3681833333333333],[0.0017517557403072715],[0.9287],[3248.5030736500003],71.5176927070053,26091520000
