Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
1,1,10.1.3.1,10.1.3.4,1024,962,0.857903,0.440204,6.054688,1.176684,12.831879
3,3,10.1.3.3,10.1.3.4,1024,1008,0.898926,0.486500,1.562500,1.246977,12.834248
2,5,10.1.3.2,10.1.3.4,1024,3,0.002675,0.297383,99.707031,0.299316,12.751083
