Flow ID,Throughput (Mbps)
1.000000,0.000000
1.000000,0.886441
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
2.000000,0.864146
2.000000,0.873956
2.000000,0.000000
2.000000,0.897142
3.000000,0.000000
3.000000,0.870388
5.000000,0.000000
5.000000,0.000000
5.000000,0.000000
5.000000,0.000000
5.000000,0.000000
7.000000,0.000000
7.000000,0.000000
7.000000,0.000000
7.000000,0.000000
