Flow ID,Throughput (Mbps)
1.000000,0.669735
1.000000,0.794586
1.000000,0.509213
1.000000,0.551127
1.000000,0.522590
2.000000,0.627821
3.000000,0.713433
3.000000,0.606418
3.000000,0.465515
3.000000,0.650116
5.000000,0.594825
5.000000,0.618011
5.000000,0.531508
5.000000,0.523482
5.000000,0.594825
7.000000,0.535967
7.000000,0.535967
7.000000,0.482459
7.000000,0.573422
7.000000,0.002675
