Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
1,1,10.1.3.1,10.1.3.4,1024,968,0.863254,0.347079,5.468750,0.883217,12.816994
3,3,10.1.3.3,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.055507,11.623517
2,4,10.1.3.2,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.404034,12.719953
