Client,Flow ID,Source Address,Destination Address,Tx Packets,Rx Packets,Throughput (Mbps),Delay (s),Packet Loss Ratio (%),Transmission Time (s),Energy Consumed (J)
2,1,10.1.3.2,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.094211,11.864738
3,2,10.1.3.3,10.1.3.4,1024,0,0.000000,inf,100.000000,-2.143042,11.623517
1,3,10.1.3.1,10.1.3.4,1024,1024,0.913194,0.127516,0.000000,0.421712,12.713494
